LoanID,ClienteID,Fecha,SaldoContable,CentroCosto
L09173,C01856,2025-11-01,93048,Valencia
L09174,C00501,2025-11-01,243482,Madrid
L09175,C02234,2025-11-01,206792,Valencia
L09176,C04575,2025-11-01,28619,Bilbao
L09177,C02540,2025-11-01,17125,Sevilla
L09178,C04609,2025-11-01,234574,Barcelona
L09179,C03715,2025-11-01,122458,Barcelona
L09180,C02333,2025-11-01,100158,Barcelona
L09181,C00601,2025-11-01,228485,Valencia
L09182,C04285,2025-11-01,295344,Madrid
L09183,C00989,2025-11-01,209378,Madrid
L09184,C01882,2025-11-01,162725,Barcelona
L09185,C04484,2025-11-01,63340,Barcelona
L09186,C01755,2025-11-01,27999,Valencia
L09187,C02465,2025-11-01,83047,Sevilla
L09188,C02224,2025-11-01,59110,Madrid
L09189,C04483,2025-11-01,120523,Madrid
L09190,C01495,2025-11-01,181546,Sevilla
L09191,C00853,2025-11-01,252142,Sevilla
L09192,C00452,2025-11-01,295582,Sevilla
L09193,C02325,2025-11-01,302280,Madrid
L09194,C01759,2025-11-01,92469,Madrid
L09195,C04309,2025-11-01,91928,Barcelona
L09196,C03354,2025-11-01,231616,Sevilla
L09197,C04137,2025-11-01,271025,Madrid
L09198,C04696,2025-11-01,16669,Bilbao
L09199,C03339,2025-11-01,42735,Madrid
L09200,C02589,2025-11-01,245614,Madrid
L09201,C01783,2025-11-01,134267,Madrid
L09202,C03521,2025-11-01,36557,Madrid
L09203,C01780,2025-11-01,253234,Sevilla
L09204,C03133,2025-11-01,28458,Barcelona
L09205,C03574,2025-11-01,11293,Madrid
L09206,C03219,2025-11-01,297572,Madrid
L09207,C03758,2025-11-01,129664,Barcelona
L09208,C04017,2025-11-01,222889,Madrid
L09209,C02838,2025-11-01,51237,Madrid
L09210,C02382,2025-11-01,41360,Madrid
L09211,C04240,2025-11-01,259103,Madrid
L09212,C03937,2025-11-01,207064,Bilbao
L09213,C04429,2025-11-01,236605,Barcelona
L09214,C01420,2025-11-01,213801,Valencia
L09215,C04151,2025-11-01,227771,Valencia
L09216,C01331,2025-11-01,140414,Sevilla
L09217,C02918,2025-11-01,293338,Madrid
L09218,C01447,2025-11-01,18234,Barcelona
L09219,C01441,2025-11-01,292414,Barcelona
L09220,C03745,2025-11-01,191829,Barcelona
L09221,C02845,2025-11-01,279701,Barcelona
L09222,C04176,2025-11-01,96246,Madrid
L09223,C00865,2025-11-01,165408,Valencia
L09224,C00472,2025-11-01,21132,Madrid
L09225,C01503,2025-11-01,214790,Sevilla
L09226,C04685,2025-11-01,182425,Madrid
L09227,C01411,2025-11-01,191697,Valencia
L09228,C03771,2025-11-01,249131,Sevilla
L09229,C01906,2025-11-01,54378,Madrid
L09230,C04660,2025-11-01,277612,Bilbao
L09231,C04002,2025-11-01,106759,Barcelona
L09232,C03505,2025-11-01,230634,Bilbao
L09233,C03484,2025-11-01,200421,Madrid
L09234,C04563,2025-11-01,116700,Valencia
L09235,C00599,2025-11-01,196932,Madrid
L09236,C00992,2025-11-01,295815,Barcelona
L09237,C01933,2025-11-01,58578,Barcelona
L09238,C02785,2025-11-01,32958,Barcelona
L09239,C03042,2025-11-01,172965,Barcelona
L09240,C00067,2025-11-01,55004,Sevilla
L09241,C03399,2025-11-01,110657,Sevilla
L09242,C02751,2025-11-01,184445,Barcelona
L09243,C00470,2025-11-01,285178,Barcelona
L09244,C01725,2025-11-01,210864,Barcelona
L09245,C03986,2025-11-01,223734,Valencia
L09246,C01632,2025-11-01,54681,Madrid
L09247,C00775,2025-11-01,87527,Sevilla
L09248,C03013,2025-11-01,40635,Sevilla
L09249,C02504,2025-11-01,181773,Valencia
L09250,C01487,2025-11-01,96373,Valencia
L09251,C04020,2025-11-01,229383,Bilbao
L09252,C04228,2025-11-01,5378,Bilbao
L09253,C00930,2025-11-01,263879,Valencia
L09254,C03013,2025-11-01,59860,Barcelona
L09255,C01506,2025-11-01,118136,Barcelona
L09256,C04730,2025-11-01,297316,Barcelona
L09257,C02945,2025-11-01,106403,Barcelona
L09258,C02820,2025-11-01,281128,Valencia
L09259,C01185,2025-11-01,255156,Bilbao
L09260,C00289,2025-11-01,106662,Madrid
L09261,C01812,2025-11-01,145243,Madrid
L09262,C00528,2025-11-01,157156,Madrid
L09263,C00917,2025-11-01,33805,Sevilla
L09264,C01709,2025-11-01,277124,Barcelona
L09265,C03575,2025-11-01,175130,Barcelona
L09266,C03320,2025-11-01,281827,Barcelona
L09267,C01407,2025-11-01,170852,Sevilla
L09268,C01242,2025-11-01,61010,Barcelona
L09269,C03134,2025-11-01,293128,Valencia
L09270,C00799,2025-11-01,113058,Madrid
L09271,C01524,2025-11-01,160080,Valencia
L09272,C04108,2025-11-01,179161,Madrid
L09273,C04929,2025-11-01,252814,Sevilla
L09274,C02889,2025-11-01,5150,Sevilla
L09275,C02691,2025-11-01,10658,Madrid
L09276,C04092,2025-11-01,159669,Madrid
L09277,C01242,2025-11-01,184770,Madrid
L09278,C00691,2025-11-01,86264,Madrid
L09279,C00528,2025-11-01,82832,Valencia
L09280,C01496,2025-11-01,134412,Bilbao
L09281,C03826,2025-11-01,247321,Valencia
L09282,C02894,2025-11-01,263928,Madrid
L09283,C00893,2025-11-01,11034,Valencia
L09284,C00387,2025-11-01,208192,Sevilla
L09285,C01250,2025-11-01,300238,Bilbao
L09286,C02529,2025-11-01,222806,Madrid
L09287,C04504,2025-11-01,266073,Barcelona
L09288,C03529,2025-11-01,77279,Barcelona
L09289,C00898,2025-11-01,171536,Barcelona
L09290,C00711,2025-11-01,245786,Barcelona
L09291,C03696,2025-11-01,74055,Barcelona
L09292,C02687,2025-11-01,155609,Barcelona
L09293,C04513,2025-11-01,14690,Madrid
L09294,C00416,2025-11-01,122821,Barcelona
L09295,C01472,2025-11-01,298679,Sevilla
L09296,C04181,2025-11-01,119097,Madrid
L09297,C04263,2025-11-01,50935,Valencia
L09298,C02432,2025-11-01,264777,Madrid
L09299,C02516,2025-11-01,112726,Barcelona
L09300,C01096,2025-11-01,174559,Bilbao
L09301,C00810,2025-11-01,235818,Valencia
L09302,C03045,2025-11-01,231934,Valencia
L09303,C00993,2025-11-01,130289,Valencia
L09304,C01282,2025-11-01,226268,Barcelona
L09305,C04371,2025-11-01,227266,Valencia
L09306,C01774,2025-11-01,267534,Barcelona
L09307,C03562,2025-11-01,244664,Sevilla
L09308,C03817,2025-11-01,49682,Valencia
L09309,C01757,2025-11-01,242520,Sevilla
L09310,C02374,2025-11-01,36532,Sevilla
L09311,C02577,2025-11-01,184652,Sevilla
L09312,C00892,2025-11-01,237744,Barcelona
L09313,C04185,2025-11-01,83543,Barcelona
L09314,C00708,2025-11-01,38416,Sevilla
L09315,C02398,2025-11-01,219011,Madrid
L09316,C04483,2025-11-01,106882,Madrid
L09317,C02135,2025-11-01,279074,Madrid
L09318,C02355,2025-11-01,221103,Madrid
L09319,C04536,2025-11-01,250707,Valencia
L09320,C00977,2025-11-01,222497,Bilbao
L09321,C00735,2025-11-01,85112,Madrid
L09322,C02469,2025-11-01,270769,Sevilla
L09323,C02541,2025-11-01,152509,Barcelona
L09324,C00633,2025-11-01,23675,Valencia
L09325,C04269,2025-11-01,164688,Sevilla
L09326,C04100,2025-11-01,228227,Valencia
L09327,C02902,2025-11-01,231437,Madrid
L09328,C01664,2025-11-01,257309,Madrid
L09329,C02016,2025-11-01,149415,Bilbao
L09330,C03182,2025-11-01,128396,Madrid
L09331,C04064,2025-11-01,39716,Madrid
L09332,C02631,2025-11-01,130095,Barcelona
L09333,C03873,2025-11-01,126883,Sevilla
L09334,C01055,2025-11-01,224981,Valencia
L09335,C00381,2025-11-01,294295,Valencia
L09336,C03083,2025-11-01,89009,Valencia
L09337,C02392,2025-11-01,43815,Sevilla
L09338,C01593,2025-11-01,268637,Madrid
L09339,C04262,2025-11-01,94168,Madrid
L09340,C02748,2025-11-01,242911,Madrid
L09341,C02390,2025-11-01,284284,Madrid
L09342,C03554,2025-11-01,56749,Madrid
L09343,C03028,2025-11-01,51416,Valencia
L09344,C01208,2025-11-01,82652,Sevilla
L09345,C03854,2025-11-01,236283,Valencia
L09346,C00545,2025-11-01,254175,Madrid
L09347,C03082,2025-11-01,245947,Valencia
L09348,C03664,2025-11-01,292649,Barcelona
L09349,C02240,2025-11-01,265985,Sevilla
L09350,C02368,2025-11-01,87288,Bilbao
L09351,C03774,2025-11-01,82009,Valencia
L09352,C02628,2025-11-01,70083,Barcelona
L09353,C03932,2025-11-01,263349,Barcelona
L09354,C02475,2025-11-01,294675,Sevilla
L09355,C03131,2025-11-01,39476,Madrid
L09356,C03508,2025-11-01,114835,Madrid
L09357,C00097,2025-11-01,151584,Barcelona
L09358,C03859,2025-11-01,43891,Valencia
L09359,C02709,2025-11-01,167111,Madrid
L09360,C03337,2025-11-01,282781,Barcelona
L09361,C00457,2025-11-01,13293,Barcelona
L09362,C04369,2025-11-01,282264,Barcelona
L09363,C02988,2025-11-01,158208,Barcelona
L09364,C04089,2025-11-01,99983,Valencia
L09365,C03885,2025-11-01,255235,Valencia
L09366,C01032,2025-11-01,14269,Bilbao
L09367,C00208,2025-11-01,282517,Madrid
L09368,C01938,2025-11-01,263704,Barcelona
L09369,C01147,2025-11-01,270298,Barcelona
L09370,C04300,2025-11-01,293392,Madrid
L09371,C02565,2025-11-01,230779,Madrid
L09372,C00443,2025-11-01,145182,Barcelona
L09373,C04785,2025-11-01,178952,Valencia
L09374,C00833,2025-11-01,62374,Madrid
L09375,C01462,2025-11-01,234553,Madrid
L09376,C03517,2025-11-01,270875,Valencia
L09377,C01160,2025-11-01,102210,Valencia
L09378,C00387,2025-11-01,2044,Madrid
L09379,C02042,2025-11-01,278385,Bilbao
L09380,C02554,2025-11-01,252883,Madrid
L09381,C01719,2025-11-01,92556,Madrid
L09382,C04776,2025-11-01,92581,Barcelona
L09383,C04051,2025-11-01,56194,Madrid
L09384,C03410,2025-11-01,142260,Madrid
L09385,C00690,2025-11-01,131232,Valencia
L09386,C01170,2025-11-01,177055,Sevilla
L09387,C04989,2025-11-01,199854,Barcelona
L09388,C00953,2025-11-01,142474,Barcelona
L09389,C04880,2025-11-01,131320,Bilbao
L09390,C04591,2025-11-01,196289,Madrid
L09391,C03497,2025-11-01,198916,Barcelona
L09392,C03918,2025-11-01,277454,Madrid
L09393,C04843,2025-11-01,80874,Barcelona
L09394,C02485,2025-11-01,28489,Barcelona
L09395,C01855,2025-11-01,157157,Barcelona
L09396,C03440,2025-11-01,175068,Barcelona
L09397,C03232,2025-11-01,20273,Bilbao
L09398,C02598,2025-11-01,55374,Madrid
L09399,C03984,2025-11-01,5933,Sevilla
L09400,C02192,2025-11-01,143805,Madrid
L09401,C02636,2025-11-01,229903,Barcelona
L09402,C00657,2025-11-01,204684,Madrid
L09403,C03813,2025-11-01,46736,Bilbao
L09404,C03341,2025-11-01,290100,Valencia
L09405,C03912,2025-11-01,273513,Barcelona
L09406,C01797,2025-11-01,272786,Bilbao
L09407,C04364,2025-11-01,13589,Valencia
L09408,C01763,2025-11-01,176830,Bilbao
L09409,C04473,2025-11-01,270782,Valencia
L09410,C03286,2025-11-01,114810,Madrid
L09411,C01586,2025-11-01,111600,Valencia
L09412,C03564,2025-11-01,37465,Bilbao
L09413,C02441,2025-11-01,79185,Madrid
L09414,C04585,2025-11-01,24510,Sevilla
L09415,C04818,2025-11-01,165388,Madrid
L09416,C03101,2025-11-01,200970,Barcelona
L09417,C03245,2025-11-01,167630,Madrid
L09418,C01041,2025-11-01,43056,Barcelona
L09419,C03128,2025-11-01,190986,Sevilla
L09420,C02274,2025-11-01,42837,Madrid
L09421,C03630,2025-11-01,144824,Barcelona
L09422,C02115,2025-11-01,133077,Valencia
L09423,C01678,2025-11-01,166444,Bilbao
L09424,C03095,2025-11-01,271979,Madrid
L09425,C00999,2025-11-01,210213,Madrid
L09426,C02285,2025-11-01,81082,Madrid
L09427,C01590,2025-11-01,229206,Madrid
L09428,C01162,2025-11-01,98641,Valencia
L09429,C02521,2025-11-01,121583,Bilbao
L09430,C03856,2025-11-01,79952,Barcelona
L09431,C04649,2025-11-01,130321,Madrid
L09432,C00695,2025-11-01,59025,Valencia
L09433,C04413,2025-11-01,202839,Madrid
L09434,C04864,2025-11-01,84297,Madrid
L09435,C03799,2025-11-01,8983,Valencia
L09436,C03684,2025-11-01,91695,Madrid
L09437,C01972,2025-11-01,215494,Barcelona
L09438,C01504,2025-11-01,245493,Madrid
L09439,C03250,2025-11-01,27361,Bilbao
L09440,C04219,2025-11-01,131344,Barcelona
L09441,C03243,2025-11-01,190799,Barcelona
L09442,C01869,2025-11-01,147237,Madrid
L09443,C01672,2025-11-01,171455,Madrid
L09444,C01083,2025-11-01,13810,Barcelona
L09445,C01729,2025-11-01,198173,Sevilla
L09446,C03852,2025-11-01,272416,Barcelona
L09447,C02143,2025-11-01,15870,Sevilla
L09448,C01149,2025-11-01,129885,Madrid
L09449,C00254,2025-11-01,64715,Madrid
L09450,C04103,2025-11-01,32666,Madrid
L09451,C03543,2025-11-01,250415,Barcelona
L09452,C02776,2025-11-01,211993,Sevilla
L09453,C04638,2025-11-01,255207,Barcelona
L09454,C03334,2025-11-01,294361,Valencia
L09455,C04185,2025-11-01,173900,Sevilla
L09456,C03280,2025-11-01,285985,Barcelona
L09457,C04309,2025-11-01,163079,Barcelona
L09458,C02882,2025-11-01,279896,Madrid
L09459,C00266,2025-11-01,196597,Barcelona
L09460,C02341,2025-11-01,72146,Valencia
L09461,C03149,2025-11-01,236774,Sevilla
L09462,C03360,2025-11-01,191414,Valencia
L09463,C01005,2025-11-01,252617,Madrid
L09464,C02095,2025-11-01,265159,Madrid
L09465,C04718,2025-11-01,166728,Valencia
L09466,C03272,2025-11-01,264201,Bilbao
L09467,C04523,2025-11-01,218826,Valencia
L09468,C00210,2025-11-01,111813,Madrid
L09469,C00888,2025-11-01,181542,Madrid
L09470,C00154,2025-11-01,40233,Sevilla
L09471,C03594,2025-11-01,143682,Madrid
L09472,C00415,2025-11-01,82664,Madrid
L09473,C03425,2025-11-01,101461,Valencia
L09474,C01285,2025-11-01,205872,Madrid
L09475,C03149,2025-11-01,54711,Madrid
L09476,C00769,2025-11-01,267913,Madrid
L09477,C00983,2025-11-01,225445,Bilbao
L09478,C03203,2025-11-01,219653,Madrid
L09479,C04675,2025-11-01,84800,Bilbao
L09480,C03527,2025-11-01,211085,Barcelona
L09481,C02788,2025-11-01,169233,Sevilla
L09482,C02211,2025-11-01,39987,Bilbao
L09483,C01039,2025-11-01,22412,Barcelona
L09484,C03933,2025-11-01,254419,Sevilla
L09485,C00542,2025-11-01,194202,Madrid
L09486,C00359,2025-11-01,77368,Barcelona
L09487,C00850,2025-11-01,268461,Valencia
L09488,C04523,2025-11-01,225679,Sevilla
L09489,C02545,2025-11-01,281830,Valencia
L09490,C04582,2025-11-01,167895,Madrid
L09491,C01832,2025-11-01,6482,Barcelona
L09492,C01473,2025-11-01,146658,Sevilla
L09493,C01437,2025-11-01,226612,Madrid
L09494,C00330,2025-11-01,224100,Barcelona
L09495,C04355,2025-11-01,118797,Barcelona
L09496,C04239,2025-11-01,251353,Madrid
L09497,C04009,2025-11-01,281897,Barcelona
L09498,C04723,2025-11-01,113305,Sevilla
L09499,C01389,2025-11-01,242120,Sevilla
L09500,C04186,2025-11-01,69542,Valencia
L09501,C00720,2025-11-01,172204,Valencia
L09502,C03236,2025-11-01,14119,Barcelona
L09503,C04577,2025-11-01,81356,Madrid
L09504,C02132,2025-11-01,17538,Valencia
L09505,C01101,2025-11-01,135176,Bilbao
L09506,C00673,2025-11-01,233223,Madrid
L09507,C00517,2025-11-01,97508,Bilbao
L09508,C02533,2025-11-01,230730,Bilbao
L09509,C03671,2025-11-01,258755,Madrid
L09510,C00782,2025-11-01,237009,Bilbao
L09511,C03524,2025-11-01,302725,Valencia
L09512,C03559,2025-11-01,219163,Barcelona
L09513,C02387,2025-11-01,193111,Barcelona
L09514,C04783,2025-11-01,241292,Valencia
L09515,C01590,2025-11-01,73999,Sevilla
L09516,C04996,2025-11-01,241511,Madrid
L09517,C01502,2025-11-01,97299,Barcelona
L09518,C03795,2025-11-01,146526,Valencia
L09519,C04319,2025-11-01,190523,Madrid
L09520,C03081,2025-11-01,251267,Sevilla
L09521,C01077,2025-11-01,139195,Bilbao
L09522,C01101,2025-11-01,110935,Valencia
L09523,C00503,2025-11-01,85663,Madrid
L09524,C01340,2025-11-01,140532,Bilbao
L09525,C03886,2025-11-01,289990,Sevilla
L09526,C00624,2025-11-01,75326,Madrid
L09527,C01887,2025-11-01,120294,Valencia
L09528,C03351,2025-11-01,161312,Madrid
L09529,C01051,2025-11-01,170225,Madrid
L09530,C03773,2025-11-01,184224,Madrid
L09531,C03917,2025-11-01,44257,Barcelona
L09532,C04019,2025-11-01,267469,Sevilla
L09533,C01330,2025-11-01,195268,Madrid
L09534,C04115,2025-11-01,281100,Valencia
L09535,C03368,2025-11-01,59568,Bilbao
L09536,C03952,2025-11-01,123334,Valencia
L09537,C02498,2025-11-01,94782,Sevilla
L09538,C01574,2025-11-01,180300,Bilbao
L09539,C02635,2025-11-01,177463,Valencia
L09540,C02769,2025-11-01,25056,Valencia
L09541,C01212,2025-11-01,43003,Madrid
L09542,C00776,2025-11-01,92659,Barcelona
L09543,C01161,2025-11-01,277295,Barcelona
L09544,C02384,2025-11-01,47263,Barcelona
L09545,C02655,2025-11-01,273492,Barcelona
L09546,C03541,2025-11-01,301966,Bilbao
L09547,C04698,2025-11-01,158103,Sevilla
L09548,C04636,2025-11-01,244469,Madrid
L09549,C01096,2025-11-01,110376,Barcelona
L09550,C00024,2025-11-01,150187,Bilbao
L09551,C04720,2025-11-01,29964,Valencia
L09552,C03557,2025-11-01,194288,Sevilla
L09553,C01080,2025-11-01,225649,Barcelona
L09554,C04319,2025-11-01,16488,Barcelona
L09555,C00179,2025-11-01,297994,Barcelona
L09556,C02848,2025-11-01,149796,Madrid
L09557,C01961,2025-11-01,5261,Bilbao
L09558,C01474,2025-11-01,79633,Barcelona
L09559,C04889,2025-11-01,272485,Barcelona
L09560,C04980,2025-11-01,150902,Sevilla
L09561,C01213,2025-11-01,281454,Barcelona
L09562,C00810,2025-11-01,119022,Barcelona
L09563,C00420,2025-11-01,95438,Sevilla
L09564,C03660,2025-11-01,19374,Sevilla
L09565,C03817,2025-11-01,214070,Bilbao
L09566,C01279,2025-11-01,95168,Valencia
L09567,C02524,2025-11-01,112205,Valencia
L09568,C01441,2025-11-01,112148,Barcelona
L09569,C01341,2025-11-01,156556,Madrid
L09570,C02222,2025-11-01,282237,Madrid
L09571,C02393,2025-11-01,38529,Valencia
L09572,C01362,2025-11-01,281304,Madrid
L09573,C00592,2025-11-01,147787,Bilbao
L09574,C00527,2025-11-01,71608,Valencia
L09575,C02504,2025-11-01,49383,Madrid
L09576,C01293,2025-11-01,72877,Madrid
L09577,C01655,2025-11-01,255410,Valencia
L09578,C04907,2025-11-01,42905,Sevilla
L09579,C00188,2025-11-01,4282,Sevilla
L09580,C02759,2025-11-01,184271,Valencia
L09581,C00529,2025-11-01,74947,Madrid
L09582,C00434,2025-11-01,88693,Sevilla
L09583,C03513,2025-11-01,255885,Sevilla
L09584,C01805,2025-11-01,295349,Sevilla
L09585,C00303,2025-11-01,120123,Madrid
L09586,C04183,2025-11-01,164099,Valencia
L09587,C00438,2025-11-01,154715,Bilbao
L09588,C02589,2025-11-01,124880,Madrid
L09589,C00833,2025-11-01,171522,Valencia
L09590,C00797,2025-11-01,144912,Madrid
L09591,C00560,2025-11-01,93525,Barcelona
L09592,C03589,2025-11-01,16044,Barcelona
L09593,C00762,2025-11-01,146552,Sevilla
L09594,C03575,2025-11-01,49313,Madrid
L09595,C03786,2025-11-01,214846,Bilbao
L09596,C02515,2025-11-01,168146,Sevilla
L09597,C00685,2025-11-01,42782,Barcelona
L09598,C04234,2025-11-01,54075,Barcelona
L09599,C00578,2025-11-01,120737,Barcelona
L09600,C04806,2025-11-01,213632,Sevilla
L09601,C00228,2025-11-01,23462,Madrid
L09602,C02329,2025-11-01,86061,Barcelona
L09603,C02732,2025-11-01,276754,Madrid
L09604,C00828,2025-11-01,154279,Madrid
L09605,C00431,2025-11-01,90291,Valencia
L09606,C01064,2025-11-01,49866,Madrid
L09607,C01710,2025-11-01,120706,Madrid
L09608,C01235,2025-11-01,114311,Madrid
L09609,C00302,2025-11-01,256610,Madrid
L09610,C01421,2025-11-01,296459,Sevilla
L09611,C04629,2025-11-01,92999,Valencia
L09612,C00769,2025-11-01,248019,Valencia
L09613,C01405,2025-11-01,198109,Barcelona
L09614,C00444,2025-11-01,258080,Madrid
L09615,C03105,2025-11-01,262834,Sevilla
L09616,C04356,2025-11-01,76798,Madrid
L09617,C03306,2025-11-01,156695,Barcelona
L09618,C01539,2025-11-01,220358,Madrid
L09619,C03931,2025-11-01,194445,Madrid
L09620,C01332,2025-11-01,83999,Valencia
L09621,C00070,2025-11-01,35210,Madrid
L09622,C03436,2025-11-01,297187,Barcelona
L09623,C00481,2025-11-01,145041,Valencia
L09624,C04095,2025-11-01,124513,Sevilla
L09625,C03497,2025-11-01,15205,Barcelona
L09626,C02794,2025-11-01,187747,Barcelona
L09627,C02893,2025-11-01,8665,Barcelona
L09628,C01199,2025-11-01,140402,Barcelona
L09629,C02373,2025-11-01,143015,Barcelona
L09630,C01893,2025-11-01,267385,Madrid
L09631,C01884,2025-11-01,133043,Barcelona
L09632,C00798,2025-11-01,211767,Sevilla
L09633,C00018,2025-11-01,141049,Madrid
L09634,C00044,2025-11-01,199516,Sevilla
L09635,C00155,2025-11-01,125245,Madrid
L09636,C04963,2025-11-01,168506,Valencia
L09637,C03449,2025-11-01,82874,Bilbao
L09638,C04839,2025-11-01,68379,Bilbao
L09639,C04081,2025-11-01,56368,Barcelona
L09640,C01426,2025-11-01,90481,Madrid
L09641,C04321,2025-11-01,292338,Bilbao
L09642,C04313,2025-11-01,252547,Madrid
L09643,C03640,2025-11-01,224517,Bilbao
L09644,C04127,2025-11-01,35795,Valencia
L09645,C01893,2025-11-01,165484,Bilbao
L09646,C00898,2025-11-01,152067,Valencia
L09647,C03425,2025-11-01,32838,Bilbao
L09648,C04541,2025-11-01,185897,Barcelona
L09649,C01259,2025-11-01,211362,Barcelona
L09650,C02016,2025-11-01,86268,Barcelona
L09651,C04834,2025-11-01,266992,Barcelona
L09652,C01703,2025-11-01,156979,Barcelona
L09653,C00874,2025-11-01,221059,Sevilla
L09654,C00566,2025-11-01,8245,Valencia
L09655,C02019,2025-11-01,228174,Valencia
L09656,C01886,2025-11-01,164648,Madrid
L09657,C02124,2025-11-01,33197,Bilbao
L09658,C04643,2025-11-01,16610,Madrid
L09659,C02315,2025-11-01,204996,Madrid
L09660,C04413,2025-11-01,98927,Sevilla
L09661,C03884,2025-11-01,201260,Sevilla
L09662,C03193,2025-11-01,223251,Barcelona
L09663,C01860,2025-11-01,164417,Barcelona
L09664,C00025,2025-11-01,97066,Barcelona
L09665,C03504,2025-11-01,18570,Madrid
L09666,C04256,2025-11-01,160021,Sevilla
L09667,C01138,2025-11-01,154533,Sevilla
L09668,C04996,2025-11-01,277417,Barcelona
L09669,C01190,2025-11-01,125659,Barcelona
L09670,C04799,2025-11-01,77016,Madrid
L09671,C04097,2025-11-01,24570,Valencia
L09672,C03158,2025-11-01,279030,Bilbao
L09673,C02368,2025-11-01,115299,Valencia
L09674,C04478,2025-11-01,283207,Barcelona
L09675,C01742,2025-11-01,17933,Madrid
L09676,C03689,2025-11-01,75317,Bilbao
L09677,C03747,2025-11-01,18331,Barcelona
L09678,C00898,2025-11-01,280106,Madrid
L09679,C04024,2025-11-01,120899,Barcelona
L09680,C00717,2025-11-01,267532,Barcelona
L09681,C03968,2025-11-01,50967,Bilbao
L09682,C04022,2025-11-01,212809,Madrid
L09683,C03216,2025-11-01,142626,Valencia
L09684,C00391,2025-11-01,57556,Madrid
L09685,C03885,2025-11-01,95550,Madrid
L09686,C01700,2025-11-01,158417,Valencia
L09687,C03038,2025-11-01,251890,Sevilla
L09688,C00233,2025-11-01,73033,Barcelona
L09689,C01927,2025-11-01,225719,Sevilla
L09690,C03132,2025-11-01,166455,Bilbao
L09691,C03307,2025-11-01,180800,Bilbao
L09692,C02725,2025-11-01,211174,Barcelona
L09693,C04802,2025-11-01,196114,Barcelona
L09694,C00234,2025-11-01,278538,Valencia
L09695,C01392,2025-11-01,79809,Valencia
L09696,C02893,2025-11-01,93474,Barcelona
L09697,C01256,2025-11-01,251446,Madrid
L09698,C02539,2025-11-01,267476,Valencia
L09699,C03691,2025-11-01,189167,Barcelona
L09700,C00890,2025-11-01,117212,Madrid
L09701,C04688,2025-11-01,100665,Valencia
L09702,C00746,2025-11-01,267664,Valencia
L09703,C01720,2025-11-01,131391,Barcelona
L09704,C00428,2025-11-01,247990,Sevilla
L09705,C00732,2025-11-01,263881,Madrid
L09706,C00800,2025-11-01,11877,Barcelona
L09707,C04298,2025-11-01,254127,Bilbao
L09708,C00836,2025-11-01,270729,Madrid
L09709,C00135,2025-11-01,292416,Madrid
L09710,C02539,2025-11-01,73866,Barcelona
L09711,C03719,2025-11-01,95749,Madrid
L09712,C00041,2025-11-01,245692,Madrid
L09713,C03368,2025-11-01,175335,Bilbao
L09714,C02416,2025-11-01,128099,Barcelona
L09715,C02041,2025-11-01,78561,Madrid
L09716,C04340,2025-11-01,14475,Sevilla
L09717,C02950,2025-11-01,39747,Barcelona
L09718,C04262,2025-11-01,6878,Valencia
L09719,C03467,2025-11-01,213426,Barcelona
L09720,C03089,2025-11-01,236198,Bilbao
L09721,C04824,2025-11-01,91194,Madrid
L09722,C01116,2025-11-01,63450,Valencia
L09723,C04579,2025-11-01,141153,Sevilla
L09724,C02591,2025-11-01,103585,Madrid
L09725,C03574,2025-11-01,241139,Sevilla
L09726,C02979,2025-11-01,201560,Sevilla
L09727,C02448,2025-11-01,108452,Bilbao
L09728,C01231,2025-11-01,197081,Bilbao
L09729,C02667,2025-11-01,171105,Barcelona
L09730,C04976,2025-11-01,280800,Valencia
L09731,C04926,2025-11-01,89781,Bilbao
L09732,C04855,2025-11-01,130677,Madrid
L09733,C04259,2025-11-01,129487,Valencia
L09734,C02595,2025-11-01,199212,Madrid
L09735,C03431,2025-11-01,152442,Valencia
L09736,C02918,2025-11-01,100003,Sevilla
L09737,C02953,2025-11-01,187597,Valencia
L09738,C01996,2025-11-01,291554,Bilbao
L09739,C03892,2025-11-01,64202,Barcelona
L09740,C00307,2025-11-01,218455,Valencia
L09741,C01363,2025-11-01,264089,Barcelona
L09742,C02103,2025-11-01,28206,Bilbao
L09743,C03031,2025-11-01,110661,Bilbao
L09744,C00333,2025-11-01,61814,Bilbao
L09745,C02753,2025-11-01,226514,Bilbao
L09746,C00243,2025-11-01,146463,Sevilla
L09747,C01885,2025-11-01,296627,Bilbao
L09748,C01433,2025-11-01,153992,Madrid
L09749,C02551,2025-11-01,270621,Madrid
L09750,C00303,2025-11-01,129458,Sevilla
L09751,C04331,2025-11-01,104594,Valencia
L09752,C03110,2025-11-01,69346,Sevilla
L09753,C02187,2025-11-01,15596,Sevilla
L09754,C04291,2025-11-01,231763,Madrid
L09755,C01551,2025-11-01,16136,Bilbao
L09756,C01793,2025-11-01,98958,Sevilla
L09757,C00647,2025-11-01,201533,Valencia
L09758,C04657,2025-11-01,233349,Barcelona
L09759,C00713,2025-11-01,175858,Valencia
L09760,C04509,2025-11-01,59840,Barcelona
L09761,C00538,2025-11-01,124491,Sevilla
L09762,C00235,2025-11-01,122711,Bilbao
L09763,C02397,2025-11-01,33206,Madrid
L09764,C01505,2025-11-01,284681,Madrid
L09765,C01375,2025-11-01,247483,Madrid
