LoanID,ClienteID,FechaDesembolso,ImporteAprobado,RiesgoAsignado
L08274,C03202,2024-08-31,210944,C
L08275,C00670,2025-12-24,162286,A
L08276,C04472,2025-12-07,46108,A
L08277,C00743,2024-09-26,167739,C
L08278,C00967,2024-01-19,287775,B
L08279,C00308,2024-02-09,94652,A
L08280,C02139,2025-09-01,299565,B
L08281,C03465,2025-05-30,27419,A
L08282,C04898,2024-02-02,179385,C
L08283,C00110,2025-11-07,72579,A
L08284,C03633,2025-03-25,137774,A
L08285,C04436,2025-06-22,48889,B
L08286,C01916,2025-11-15,39155,C
L08287,C04264,2025-09-16,132782,C
L08288,C00557,2025-08-29,149454,A
L08289,C00105,2024-11-14,34852,C
L08290,C02048,2025-10-07,133329,B
L08291,C00146,2024-05-03,118417,A
L08292,C02764,2025-01-06,53843,B
L08293,C00874,2024-12-16,299274,C
L08294,C00299,2024-11-18,295412,B
L08295,C03239,2025-05-02,119629,D
L08296,C00646,2025-03-26,292970,B
L08297,C04734,2024-12-18,299139,B
L08298,C03079,2024-04-25,140534,A
L08299,C02512,2024-01-13,39804,C
L08300,C00784,2024-11-15,224397,B
L08301,C04993,2024-06-13,159245,B
L08302,C00371,2025-12-20,135090,C
L08303,C00487,2024-03-25,260506,B
L08304,C02038,2024-09-04,232343,C
L08305,C03197,2025-03-07,64496,B
L08306,C01361,2025-07-21,285476,B
L08307,C04288,2025-11-14,84525,A
L08308,C04826,2025-10-14,108482,B
L08309,C02262,2025-10-05,157560,B
L08310,C02622,2025-04-23,83483,B
L08311,C00957,2025-12-13,227619,B
L08312,C00381,2025-01-02,286376,A
L08313,C03650,2024-12-22,122031,A
L08314,C04894,2025-02-11,234081,C
L08315,C00239,2024-12-10,58685,B
L08316,C01106,2024-06-27,101521,A
L08317,C01387,2025-02-28,21545,B
L08318,C02553,2025-06-24,62847,A
L08319,C02250,2025-03-18,280491,A
L08320,C01528,2024-11-01,138706,A
L08321,C01668,2025-01-01,261457,A
L08322,C04133,2024-02-05,92686,A
L08323,C02692,2025-04-07,22893,B
L08324,C03673,2025-09-12,23703,B
L08325,C01997,2024-05-25,27489,C
L08326,C01426,2024-05-25,111975,B
L08327,C02813,2025-01-14,259155,A
L08328,C03248,2024-06-16,196258,B
L08329,C02593,2024-10-01,217984,B
L08330,C01491,2024-03-27,24733,D
L08331,C01225,2024-06-02,81942,D
L08332,C02588,2025-05-11,229775,C
L08333,C03065,2024-11-10,166731,B
L08334,C00833,2025-09-01,245982,D
L08335,C04693,2025-12-23,220765,A
L08336,C02441,2025-07-13,170078,B
L08337,C04796,2024-09-30,191936,B
L08338,C01647,2025-12-06,229132,A
L08339,C00441,2024-09-18,267884,A
L08340,C01530,2025-05-01,257230,B
L08341,C02966,2025-03-29,276871,A
L08342,C02368,2025-03-18,127179,A
L08343,C03287,2024-09-18,201976,A
L08344,C04664,2025-06-26,162605,C
L08345,C04332,2024-04-14,239285,A
L08346,C01305,2024-12-15,166480,C
L08347,C03035,2025-03-13,108523,C
L08348,C03689,2024-06-17,241980,B
L08349,C03974,2024-12-08,80759,A
L08350,C01186,2024-08-17,54061,A
L08351,C03263,2024-01-23,162794,B
L08352,C02108,2025-11-06,286352,C
L08353,C01841,2024-10-07,91090,A
L08354,C04321,2025-06-02,191133,C
L08355,C02748,2025-12-22,287309,B
L08356,C04678,2024-09-09,138051,C
L08357,C04265,2025-02-07,31763,A
L08358,C03134,2024-05-12,64750,C
L08359,C03421,2024-09-30,211376,C
L08360,C01466,2025-09-09,164127,A
L08361,C04110,2024-08-19,78368,A
L08362,C02212,2025-06-28,153711,A
L08363,C02805,2024-03-19,197104,C
L08364,C01544,2024-02-04,5299,B
L08365,C01690,2025-05-09,124209,A
L08366,C01572,2024-04-19,101190,A
L08367,C04542,2024-11-16,149100,A
L08368,C03280,2025-07-28,30437,A
L08369,C03542,2024-11-23,9589,A
L08370,C04812,2025-11-20,241008,A
L08371,C03024,2025-01-18,290236,A
L08372,C00819,2024-12-29,257933,B
L08373,C04522,2024-08-19,148449,B
L08374,C01125,2025-09-07,123847,A
L08375,C04946,2025-02-17,210911,A
L08376,C01130,2024-10-20,51635,C
L08377,C01703,2025-06-30,105604,A
L08378,C02002,2025-12-06,60402,A
L08379,C03879,2024-06-22,225961,A
L08380,C04373,2025-01-26,107295,B
L08381,C01807,2024-04-11,107535,A
L08382,C02948,2024-10-19,275456,D
L08383,C03210,2024-03-25,89767,A
L08384,C02153,2024-07-19,67263,A
L08385,C04642,2025-11-15,169957,C
L08386,C04206,2025-06-24,176701,A
L08387,C00545,2024-10-23,161450,A
L08388,C02402,2024-02-25,290537,B
L08389,C04839,2025-04-16,143238,A
L08390,C02365,2024-01-16,107677,C
L08391,C01290,2025-10-13,296760,B
L08392,C03766,2024-03-06,153884,A
L08393,C01876,2025-10-20,130323,A
L08394,C04429,2025-10-31,59026,A
L08395,C04688,2025-04-16,258683,C
L08396,C00783,2025-08-03,151101,B
L08397,C00540,2024-01-23,280321,D
L08398,C02783,2025-12-02,11688,B
L08399,C02669,2025-04-30,153462,C
L08400,C04715,2025-02-18,42879,A
L08401,C03938,2025-10-18,37492,A
L08402,C02957,2024-10-31,155743,D
L08403,C03723,2024-06-25,131383,A
L08404,C03868,2024-07-13,106165,C
L08405,C01834,2024-01-13,32574,A
L08406,C02147,2024-06-14,76261,A
L08407,C02171,2024-05-29,232401,C
L08408,C03392,2024-12-06,125283,C
L08409,C01617,2025-07-10,167243,C
L08410,C04618,2024-06-22,104789,C
L08411,C00917,2024-06-15,168723,B
L08412,C04813,2025-12-09,200839,B
L08413,C02757,2025-12-18,189767,C
L08414,C01937,2025-08-16,141293,B
L08415,C04043,2025-08-02,128438,D
L08416,C03092,2024-04-06,57900,A
L08417,C04656,2025-11-09,96081,A
L08418,C00969,2025-02-07,217735,B
L08419,C03365,2024-03-17,141104,A
L08420,C03204,2024-08-24,41777,A
L08421,C00890,2025-12-08,216703,B
L08422,C00793,2024-10-17,157779,D
L08423,C03459,2024-05-15,127965,A
L08424,C00982,2025-01-01,223435,A
L08425,C03532,2025-07-01,166692,C
L08426,C03530,2024-09-04,207915,C
L08427,C00802,2024-08-01,132852,A
L08428,C00043,2024-03-10,42069,C
L08429,C03350,2024-11-24,250036,B
L08430,C01778,2024-01-16,115549,D
L08431,C03202,2025-05-01,125097,C
L08432,C00350,2024-06-22,253968,B
L08433,C01568,2025-11-29,64337,C
L08434,C01130,2024-09-30,73976,D
L08435,C02960,2025-06-07,6545,B
L08436,C03788,2024-08-06,135867,A
L08437,C01781,2025-05-27,181684,B
L08438,C00584,2025-02-02,299941,B
L08439,C04528,2024-04-20,244039,C
L08440,C03378,2025-04-08,101480,B
L08441,C03402,2025-10-02,216372,A
L08442,C03186,2024-04-02,62872,C
L08443,C02195,2025-03-26,70661,D
L08444,C01163,2025-01-30,164504,C
L08445,C00299,2025-07-04,177685,B
L08446,C03348,2025-04-23,102651,A
L08447,C01940,2024-11-11,132113,B
L08448,C00789,2025-11-01,95061,A
L08449,C04946,2025-11-28,182488,B
L08450,C02890,2024-12-18,160938,C
L08451,C01378,2024-08-26,81719,A
L08452,C01950,2024-04-13,197057,B
L08453,C03273,2024-01-29,147003,A
L08454,C00878,2024-03-29,154149,C
L08455,C03743,2025-01-09,240263,A
L08456,C01578,2025-01-31,30895,B
L08457,C03140,2025-07-16,204429,A
L08458,C02493,2024-12-29,102272,B
L08459,C02756,2024-05-26,85290,C
L08460,C01904,2024-11-09,199920,A
L08461,C01383,2025-07-01,86754,B
L08462,C04241,2025-03-27,268539,C
L08463,C02323,2025-05-20,188191,B
L08464,C02557,2025-04-30,8961,A
L08465,C01862,2024-04-10,40382,B
L08466,C01867,2024-04-16,249429,A
L08467,C04048,2024-10-17,285072,C
L08468,C03176,2024-12-14,239601,A
L08469,C01099,2025-09-08,279237,A
L08470,C01735,2025-08-10,216310,A
L08471,C04664,2024-08-14,181529,D
L08472,C03417,2025-08-18,96892,C
L08473,C04627,2025-08-10,144058,D
L08474,C00681,2024-02-19,293870,B
L08475,C02071,2025-12-22,249036,C
L08476,C04825,2024-06-06,83196,B
L08477,C01730,2024-11-23,189657,B
L08478,C02192,2024-03-17,69619,C
L08479,C00668,2025-09-24,244013,C
L08480,C01613,2025-03-29,113464,C
L08481,C00681,2024-11-05,29331,C
L08482,C00973,2024-11-22,258079,D
L08483,C02847,2025-05-22,139655,B
L08484,C02133,2024-04-16,217864,A
L08485,C02464,2024-08-28,12539,B
L08486,C02530,2025-03-10,223918,A
L08487,C02504,2024-01-28,144295,D
L08488,C04923,2025-12-04,69590,D
L08489,C04393,2024-09-05,278666,B
L08490,C03184,2024-12-29,106872,C
L08491,C04034,2025-12-25,33014,A
L08492,C03168,2025-06-16,127894,C
L08493,C02998,2025-04-16,49082,D
L08494,C03228,2025-10-28,57945,A
L08495,C02153,2025-06-22,78492,A
L08496,C01729,2025-08-11,143457,A
L08497,C02025,2025-02-16,58583,C
L08498,C00330,2025-07-22,209386,A
L08499,C02487,2025-09-22,113180,A
L08500,C01156,2024-06-13,76882,A
L08501,C01891,2025-07-29,119173,B
L08502,C04478,2024-02-17,21448,D
L08503,C02186,2025-10-23,255408,C
L08504,C04939,2025-04-28,19715,B
L08505,C02318,2024-06-06,240774,A
L08506,C03622,2025-10-29,30897,B
L08507,C04492,2024-05-30,107328,A
L08508,C02512,2024-08-12,158770,A
L08509,C00450,2024-09-16,46572,A
L08510,C01355,2025-01-21,144915,A
L08511,C01294,2024-09-12,298695,A
L08512,C02466,2024-03-01,104691,B
L08513,C03103,2025-01-30,32442,A
L08514,C01850,2025-01-31,162768,B
L08515,C03176,2024-06-10,92099,C
L08516,C04282,2025-01-14,93399,B
L08517,C03200,2025-03-18,9763,C
L08518,C01234,2024-12-14,294915,D
L08519,C01438,2024-01-31,141607,A
L08520,C03353,2024-03-11,37519,B
L08521,C04031,2025-01-31,148092,A
L08522,C00253,2025-03-13,165817,B
L08523,C00019,2024-01-02,298050,A
L08524,C02760,2025-07-15,91786,A
L08525,C00223,2024-05-14,16297,C
L08526,C00003,2024-05-25,59183,A
L08527,C01260,2024-06-27,199645,B
L08528,C04950,2024-09-20,265520,C
L08529,C04324,2024-11-06,217865,D
L08530,C04595,2024-07-22,240374,B
L08531,C02569,2025-11-29,245745,A
L08532,C01886,2024-01-30,297230,B
L08533,C01300,2024-02-28,225671,B
L08534,C02339,2024-01-09,113818,D
L08535,C01077,2024-11-19,88957,B
L08536,C03759,2024-06-15,268387,B
L08537,C03182,2024-12-02,192341,B
L08538,C04811,2025-01-13,128412,B
L08539,C00948,2025-12-03,57282,B
L08540,C03739,2024-08-29,157935,C
L08541,C02732,2025-10-27,299481,A
L08542,C04008,2024-06-08,12974,B
L08543,C00870,2024-08-22,145563,A
L08544,C00094,2025-03-28,269448,C
L08545,C02988,2024-07-17,278642,D
L08546,C04656,2025-04-21,129581,C
L08547,C01776,2024-02-02,139886,C
L08548,C02261,2025-02-11,130710,D
L08549,C00436,2024-03-29,97755,A
L08550,C04948,2025-08-29,34925,A
L08551,C04301,2024-08-08,197296,B
L08552,C03145,2024-03-09,173878,A
L08553,C03588,2024-10-20,18365,D
L08554,C00077,2024-08-24,231934,A
L08555,C00816,2024-06-08,39726,B
L08556,C00768,2024-10-16,55448,A
L08557,C03686,2025-07-07,276368,A
L08558,C00106,2025-07-31,196021,A
L08559,C03917,2025-06-16,176141,A
L08560,C02874,2024-11-30,183115,A
L08561,C03347,2025-08-04,229367,D
L08562,C03149,2025-05-16,34526,A
L08563,C03149,2024-09-02,286756,A
L08564,C01466,2024-11-18,130245,C
L08565,C02588,2025-09-02,171247,B
L08566,C00245,2024-11-24,120623,C
L08567,C02626,2025-06-30,247621,C
L08568,C03850,2024-12-04,48927,D
L08569,C01406,2024-06-19,27073,C
L08570,C00982,2024-04-19,265493,A
L08571,C03809,2024-01-10,91257,B
L08572,C00142,2024-07-20,142644,B
L08573,C00893,2024-09-13,15006,B
L08574,C02400,2024-09-18,176325,A
L08575,C04641,2025-11-23,221275,A
L08576,C02961,2025-03-05,170487,C
L08577,C02200,2025-05-21,52813,A
L08578,C01470,2024-03-06,254212,A
L08579,C02701,2025-11-03,131491,A
L08580,C03006,2025-08-01,27013,C
L08581,C04859,2025-09-03,8244,C
L08582,C03375,2025-08-11,225179,B
L08583,C04720,2024-02-04,238401,C
L08584,C00656,2025-07-10,199512,A
L08585,C02769,2025-10-23,82428,B
L08586,C00043,2025-05-05,215485,A
L08587,C02312,2025-08-02,25588,B
L08588,C01661,2024-09-10,194759,D
L08589,C04692,2024-01-17,196795,A
L08590,C02225,2024-09-17,243378,B
L08591,C02111,2025-12-25,159710,C
L08592,C00958,2024-09-12,5785,C
L08593,C00561,2025-12-28,22211,A
L08594,C01331,2025-02-27,277361,A
L08595,C01313,2025-05-15,183560,A
L08596,C01822,2024-10-12,240632,A
L08597,C03003,2024-01-07,16556,C
L08598,C03404,2025-05-11,294058,B
L08599,C04946,2024-07-17,161776,C
L08600,C02652,2025-08-25,158538,A
L08601,C01815,2025-10-20,209296,A
L08602,C01742,2025-02-21,261676,C
L08603,C04702,2025-10-23,43199,B
L08604,C03809,2024-02-21,183264,A
L08605,C02878,2024-08-30,270483,D
L08606,C03271,2024-08-06,89709,A
L08607,C04084,2025-06-01,103118,B
L08608,C00746,2024-04-18,182027,A
L08609,C00558,2024-12-16,97604,B
L08610,C03302,2024-03-06,43316,D
L08611,C00942,2024-01-10,61670,C
L08612,C04024,2024-07-20,166713,A
L08613,C02297,2024-08-01,66745,C
L08614,C00940,2024-03-08,286190,A
L08615,C01611,2024-11-22,152657,C
L08616,C01726,2024-02-19,274231,C
L08617,C00985,2024-01-17,116638,A
L08618,C01588,2025-06-06,131041,D
L08619,C04022,2024-11-01,45711,B
L08620,C01337,2025-01-26,253786,A
L08621,C03138,2024-05-03,106660,A
L08622,C00662,2025-05-18,238349,D
L08623,C00033,2024-08-12,214628,C
L08624,C03415,2024-11-13,48543,A
L08625,C01157,2025-04-17,32122,A
L08626,C03127,2025-06-24,261635,A
L08627,C00061,2024-12-23,254997,A
L08628,C03929,2025-04-27,73659,A
L08629,C01544,2025-03-04,56459,B
L08630,C00272,2025-05-11,37036,A
L08631,C04077,2025-04-16,60087,A
L08632,C03389,2025-07-24,171950,B
L08633,C02753,2025-10-16,189001,A
L08634,C02710,2024-10-26,199941,C
L08635,C01155,2025-11-06,148784,A
L08636,C04406,2024-03-24,289447,B
L08637,C03854,2025-01-11,51515,B
L08638,C01746,2024-11-08,152076,A
L08639,C03433,2025-09-20,242889,C
L08640,C00338,2024-11-15,81025,B
L08641,C00010,2024-07-22,87099,A
L08642,C04145,2024-12-20,287493,D
L08643,C00731,2024-10-20,195128,C
L08644,C04891,2025-05-18,193444,C
L08645,C01649,2024-05-24,229751,A
L08646,C04229,2025-06-22,184877,A
L08647,C03655,2024-01-17,151757,B
L08648,C02131,2025-07-28,119742,A
L08649,C04472,2025-07-29,293153,B
L08650,C02397,2024-02-08,115138,C
L08651,C04367,2024-05-09,123871,B
L08652,C01507,2024-04-24,24678,C
L08653,C02159,2025-03-25,41623,C
L08654,C02917,2024-02-14,18369,D
L08655,C04172,2024-08-03,229817,B
L08656,C03230,2025-08-22,210977,A
L08657,C03604,2025-02-18,47256,C
L08658,C01667,2025-11-19,242425,A
L08659,C04425,2024-09-21,96006,A
L08660,C04137,2025-03-15,89419,B
L08661,C02970,2025-09-08,97586,C
L08662,C02690,2025-01-15,298551,B
L08663,C02327,2024-10-27,124805,B
L08664,C02811,2024-06-19,83074,D
L08665,C02517,2025-09-11,52303,C
L08666,C03472,2025-02-09,112665,B
L08667,C00013,2024-12-20,231354,B
L08668,C02971,2024-06-09,193089,B
L08669,C03622,2025-07-05,48327,A
L08670,C03684,2024-01-26,74830,C
L08671,C03474,2024-03-23,88650,C
L08672,C03123,2024-06-21,183318,C
L08673,C03465,2025-11-15,65638,B
L08674,C00653,2024-03-10,168247,C
L08675,C00621,2024-01-06,199681,C
L08676,C03791,2024-07-13,119952,C
L08677,C01646,2025-06-08,63587,D
L08678,C02244,2024-03-03,293200,C
L08679,C04513,2024-01-13,13299,A
L08680,C04760,2024-07-23,193295,C
L08681,C03492,2024-02-09,143921,A
L08682,C03712,2024-06-13,149843,B
L08683,C03689,2024-01-31,296748,C
L08684,C01380,2025-06-12,78495,A
L08685,C04244,2025-10-10,8196,A
L08686,C02046,2025-11-07,41899,C
L08687,C03049,2025-02-01,202020,D
L08688,C01389,2025-04-03,98270,D
L08689,C00402,2024-08-10,81687,C
L08690,C02654,2025-09-25,172687,D
L08691,C04325,2024-03-18,291502,C
L08692,C03924,2025-08-22,38849,A
L08693,C00268,2025-09-16,67603,A
L08694,C04222,2025-09-03,230451,A
L08695,C01726,2025-03-03,124043,A
L08696,C01113,2025-02-28,94582,C
L08697,C02676,2025-01-21,275533,B
L08698,C04785,2024-08-26,253386,C
L08699,C01281,2025-09-14,177454,B
L08700,C01233,2024-03-30,219112,B
L08701,C04377,2025-01-19,82895,A
L08702,C04539,2024-05-18,140599,C
L08703,C01864,2025-10-08,115971,B
L08704,C04933,2025-06-07,273837,A
L08705,C04485,2024-08-31,37823,D
L08706,C00617,2025-05-19,236639,B
L08707,C00147,2025-02-25,193436,A
L08708,C04617,2024-06-30,229882,B
L08709,C04726,2024-07-13,257113,A
L08710,C03678,2025-09-25,85586,C
L08711,C00289,2024-02-22,285522,B
L08712,C01410,2025-11-15,22218,C
L08713,C00014,2024-06-27,255043,A
L08714,C00257,2024-10-19,239646,C
L08715,C01722,2025-01-09,85278,B
L08716,C01424,2024-02-28,123997,A
L08717,C04954,2024-02-23,178946,A
L08718,C02991,2024-09-01,114097,A
L08719,C01196,2024-05-28,86089,C
L08720,C04560,2025-01-02,205744,A
L08721,C04366,2024-01-16,152475,B
L08722,C01245,2024-06-24,284560,B
L08723,C03224,2025-06-23,46784,C
L08724,C03471,2025-02-09,117251,C
L08725,C04168,2025-04-11,221266,C
L08726,C03970,2024-05-08,68376,A
L08727,C01307,2024-08-10,278997,B
L08728,C02122,2024-08-31,33369,A
L08729,C02403,2025-03-01,183193,C
L08730,C00497,2024-12-19,5747,C
L08731,C03400,2024-11-21,179398,A
L08732,C03607,2025-08-26,175844,B
L08733,C00910,2024-01-03,205155,A
L08734,C00373,2025-04-23,237391,C
L08735,C04458,2024-03-21,191829,C
L08736,C01345,2024-02-13,196094,A
L08737,C00324,2024-06-03,79128,C
L08738,C02432,2025-06-19,195834,C
L08739,C04671,2024-04-08,298253,A
L08740,C04832,2025-01-31,91352,A
L08741,C02785,2024-06-19,31499,A
L08742,C02394,2024-05-27,162016,A
L08743,C03921,2024-05-02,179352,B
L08744,C01216,2024-04-21,179719,B
L08745,C01696,2024-05-09,290489,A
L08746,C01908,2024-03-08,108837,A
L08747,C04815,2025-12-29,194001,B
L08748,C00781,2025-08-30,145785,B
L08749,C01020,2025-10-18,239551,A
L08750,C03266,2025-06-28,145085,A
L08751,C01404,2024-10-12,124021,B
L08752,C01427,2024-01-05,126321,B
L08753,C00664,2024-04-27,8093,A
L08754,C02648,2025-10-13,162953,D
L08755,C00011,2024-08-17,241994,B
L08756,C01039,2024-06-08,166839,B
L08757,C02826,2024-10-20,105854,D
L08758,C03004,2024-07-04,38993,A
L08759,C04681,2025-07-05,32132,B
L08760,C01076,2024-08-11,177685,B
L08761,C03089,2024-05-31,241829,A
L08762,C01790,2024-05-19,61552,B
L08763,C03037,2025-01-01,211139,A
L08764,C04839,2024-05-07,75092,C
L08765,C03654,2024-12-16,138789,A
L08766,C03176,2024-05-26,266669,C
L08767,C04300,2024-10-11,106696,D
L08768,C01077,2025-04-13,247862,C
L08769,C00974,2024-08-05,189752,B
L08770,C01866,2025-03-11,211408,A
L08771,C03126,2024-05-24,251841,D
L08772,C01300,2024-10-03,290546,B
L08773,C03407,2024-02-29,256865,A
L08774,C01159,2025-09-01,163296,B
L08775,C03130,2025-01-09,199320,A
L08776,C00105,2025-02-07,116749,B
L08777,C03568,2025-11-23,280964,A
L08778,C04349,2024-04-23,265034,A
L08779,C04391,2025-05-09,250915,B
L08780,C01182,2025-09-06,255056,D
L08781,C04645,2024-12-01,219955,B
L08782,C03139,2025-07-22,298351,A
L08783,C04395,2024-10-11,207911,A
L08784,C03535,2024-05-08,273286,C
L08785,C04197,2024-11-10,270899,B
L08786,C03128,2025-08-20,249805,A
L08787,C01775,2025-12-12,264019,B
L08788,C03815,2024-03-11,116929,A
L08789,C04970,2024-12-10,175414,B
L08790,C00092,2024-04-07,273265,C
L08791,C00447,2024-10-26,164376,A
L08792,C00109,2024-06-24,53294,A
L08793,C04413,2024-03-15,69902,A
L08794,C03240,2024-05-22,235718,A
L08795,C04054,2024-01-23,244732,C
L08796,C04538,2024-06-29,225671,C
L08797,C01246,2024-02-14,258089,B
L08798,C02721,2025-04-13,182089,C
L08799,C00278,2024-04-01,87435,A
L08800,C03057,2024-09-25,247893,A
L08801,C04665,2024-02-03,222831,A
L08802,C02923,2025-11-08,296690,B
L08803,C02514,2025-08-04,93410,B
L08804,C00839,2024-12-29,201531,C
L08805,C02802,2025-12-08,270840,B
L08806,C00030,2024-05-12,243843,A
L08807,C01258,2025-01-16,57445,C
L08808,C00365,2025-11-10,154085,B
L08809,C01801,2024-10-03,127251,D
L08810,C00905,2024-06-04,46126,B
L08811,C04794,2025-01-21,38743,A
L08812,C02179,2025-06-18,284387,C
L08813,C02851,2024-07-18,287472,C
L08814,C02837,2024-10-01,5209,B
L08815,C04447,2025-05-15,14800,A
L08816,C00180,2025-04-03,70749,A
L08817,C03874,2024-02-19,295151,A
L08818,C03961,2025-11-28,164447,C
L08819,C01187,2025-06-15,133396,A
L08820,C03960,2025-09-19,126964,A
L08821,C00774,2024-04-01,192224,C
L08822,C04606,2025-03-31,228019,D
L08823,C04461,2024-12-04,55012,A
L08824,C00353,2024-02-22,222039,A
L08825,C04508,2025-05-10,219625,A
L08826,C04831,2025-09-26,102489,C
L08827,C03029,2024-01-04,215463,B
L08828,C00118,2025-11-11,264297,A
L08829,C00482,2024-10-07,31326,A
L08830,C04288,2024-10-16,205883,A
L08831,C02638,2024-03-13,58537,A
L08832,C00107,2024-05-16,62829,B
L08833,C04478,2025-10-14,14552,B
L08834,C04879,2025-01-27,20485,A
L08835,C00244,2024-07-26,182185,C
L08836,C02633,2024-09-16,143677,B
L08837,C04564,2024-09-19,104603,B
L08838,C00866,2025-05-19,86389,B
L08839,C02982,2025-07-03,160829,A
L08840,C01562,2024-07-21,49865,A
L08841,C00604,2024-12-12,67811,A
L08842,C03063,2024-02-21,13337,A
L08843,C04019,2025-08-15,239539,A
L08844,C02016,2024-12-21,82670,B
L08845,C01659,2025-12-23,238970,C
L08846,C03381,2025-06-02,218794,B
L08847,C03768,2024-12-28,58102,B
L08848,C03771,2024-02-14,284846,C
L08849,C01614,2025-01-12,21359,C
L08850,C04956,2025-02-15,299658,A
L08851,C01880,2024-05-21,239002,B
L08852,C04109,2024-09-14,28953,A
L08853,C02347,2024-02-06,197477,B
L08854,C01100,2024-02-14,209006,B
L08855,C01075,2025-09-23,43226,A
L08856,C00787,2024-02-15,7052,A
L08857,C00149,2025-10-13,267929,B
L08858,C01755,2025-07-18,241355,C
L08859,C02170,2024-10-27,203243,B
L08860,C03757,2024-10-14,150344,A
L08861,C01180,2024-09-25,277635,D
L08862,C03310,2024-03-02,77981,A
L08863,C02424,2025-07-19,134672,C
L08864,C04178,2025-08-03,244578,C
L08865,C04588,2024-08-29,138485,A
L08866,C00925,2024-12-19,76871,A
L08867,C01604,2024-03-11,54795,A
L08868,C03053,2025-02-16,200879,D
L08869,C04219,2025-09-03,126999,D
L08870,C04804,2024-03-01,69394,A
L08871,C02378,2025-09-06,97890,A
L08872,C03481,2025-03-27,75343,A
L08873,C03183,2025-01-27,142596,A
L08874,C02818,2025-09-22,20265,D
L08875,C03161,2025-06-12,211272,D
L08876,C04806,2024-10-31,34830,B
L08877,C04890,2024-07-09,84138,A
L08878,C00712,2025-12-24,289421,B
L08879,C02587,2024-03-18,94261,A
L08880,C02649,2025-07-11,101714,D
L08881,C01718,2025-08-27,176637,C
L08882,C04353,2025-06-08,238812,A
L08883,C00871,2024-10-27,259072,A
L08884,C03575,2024-01-17,58822,D
L08885,C04905,2025-07-27,6920,B
L08886,C00271,2025-03-09,145948,B
L08887,C01544,2024-02-12,276304,A
L08888,C00550,2024-03-08,36706,A
L08889,C04664,2025-01-14,205416,A
L08890,C04015,2024-07-30,173578,A
L08891,C04455,2024-07-21,27879,B
L08892,C01713,2025-12-26,265627,B
L08893,C03241,2024-04-18,251864,C
L08894,C01363,2024-10-10,156845,A
L08895,C04894,2025-08-28,8884,A
L08896,C01285,2024-08-12,104036,B
L08897,C00887,2024-04-27,219573,B
L08898,C02259,2025-08-25,36803,C
L08899,C04383,2024-12-05,156135,B
L08900,C01786,2024-10-07,287380,B
L08901,C04839,2025-05-05,218315,B
L08902,C03544,2024-01-19,75717,C
L08903,C00296,2024-06-23,233170,A
L08904,C02054,2025-04-13,23484,D
L08905,C02598,2025-09-09,230681,C
L08906,C00681,2024-05-21,280424,C
L08907,C04891,2025-04-07,265964,D
L08908,C04299,2024-10-24,7754,A
L08909,C00325,2025-04-14,48386,B
L08910,C02292,2025-12-05,36365,B
L08911,C04423,2025-01-07,165676,B
L08912,C00987,2025-04-12,6803,A
L08913,C03119,2025-03-13,129907,D
L08914,C00761,2025-12-20,144344,D
L08915,C03694,2025-03-18,233058,B
L08916,C01037,2025-03-31,110210,A
L08917,C00907,2024-09-04,294261,C
L08918,C00365,2024-05-21,223347,C
L08919,C03414,2025-02-05,180771,B
L08920,C01070,2024-08-09,204596,A
L08921,C04370,2024-07-02,274348,A
L08922,C02256,2024-12-29,67519,B
L08923,C03687,2024-07-06,55386,A
L08924,C04220,2024-04-22,234123,C
L08925,C03082,2024-06-29,21486,A
L08926,C03259,2024-07-17,150846,D
L08927,C02108,2024-03-10,108216,C
L08928,C02934,2025-08-20,202354,A
L08929,C02830,2025-04-29,8691,A
L08930,C00442,2025-02-02,49445,B
L08931,C01560,2025-07-04,161895,B
L08932,C01742,2025-10-04,106368,A
L08933,C00626,2024-01-10,203327,B
L08934,C03864,2024-01-03,187426,D
L08935,C01691,2025-04-22,179568,A
L08936,C02782,2025-10-23,281217,A
L08937,C00091,2024-03-07,201258,B
L08938,C03007,2025-12-05,143256,C
L08939,C04303,2024-04-06,196901,A
L08940,C01089,2025-06-14,268933,C
L08941,C04612,2024-11-13,297497,A
L08942,C01181,2024-04-07,293484,C
L08943,C01902,2024-02-26,52343,B
L08944,C04491,2024-04-16,164005,B
L08945,C00187,2024-03-28,232673,C
L08946,C01598,2025-10-14,165330,C
L08947,C03409,2025-10-17,130877,C
L08948,C03748,2025-01-05,191827,A
L08949,C02671,2025-01-09,183074,B
L08950,C04826,2024-02-21,293506,A
L08951,C00240,2025-12-24,274396,C
L08952,C02581,2024-02-10,126918,B
L08953,C04237,2024-03-31,201707,C
L08954,C00139,2024-02-08,205513,A
L08955,C02507,2024-01-13,20090,A
L08956,C04166,2025-08-30,40110,B
L08957,C04481,2025-09-12,78627,A
L08958,C04726,2024-04-13,272168,A
L08959,C02246,2024-02-12,278585,D
L08960,C04301,2024-07-27,248131,A
L08961,C01750,2025-08-22,178383,A
L08962,C00568,2025-08-27,121053,D
L08963,C04901,2025-11-16,81890,A
L08964,C00882,2025-04-20,167458,B
L08965,C00640,2025-09-29,276846,C
L08966,C03962,2024-04-18,231138,D
L08967,C04421,2025-07-12,109711,C
L08968,C04538,2024-08-01,116895,C
L08969,C04900,2025-08-26,294906,A
L08970,C02336,2025-11-23,139311,A
L08971,C04322,2025-02-12,252029,C
