LoanID,missing_PD,missing_LGD,missing_EAD,negative_saldo,negative_importe_aprobado,inconsistent_provision,missing_centro_costo,any_quality_issue
L08982,False,False,False,False,False,False,False,False
L08983,False,False,False,False,False,False,False,False
L08984,False,False,False,False,False,False,False,False
L08985,False,False,False,False,False,False,False,False
L08986,False,False,False,False,False,False,False,False
L08987,False,False,False,False,False,False,False,False
L08988,False,False,False,False,False,False,False,False
L08989,False,False,False,False,False,False,False,False
L08990,False,False,False,False,False,False,False,False
L08991,False,False,False,False,False,False,False,False
L08992,False,False,False,False,False,False,False,False
L08993,False,False,False,False,False,False,False,False
L08994,False,False,False,False,False,False,False,False
L08995,False,False,False,False,False,False,False,False
L08996,False,False,False,False,False,False,False,False
L08997,False,False,False,False,False,False,False,False
L08998,False,False,False,False,False,False,False,False
L08999,False,False,False,False,False,False,False,False
L09000,False,False,False,False,False,False,False,False
L09001,False,False,False,False,False,False,False,False
L09002,False,False,False,False,False,False,False,False
L09003,False,False,False,False,False,False,False,False
L09004,False,False,False,False,False,False,False,False
L09005,False,False,False,False,False,False,False,False
L09006,False,False,False,False,False,False,False,False
L09007,False,False,False,False,False,False,False,False
L09008,False,False,False,False,False,False,False,False
L09009,False,False,False,False,False,False,False,False
L09010,False,False,False,False,False,False,False,False
L09011,False,False,False,False,False,False,False,False
L09012,False,False,False,False,False,False,False,False
L09013,False,False,False,False,False,False,False,False
L09014,False,False,False,False,False,False,False,False
L09015,False,False,False,False,False,False,False,False
L09016,False,False,False,False,False,False,False,False
L09017,False,False,False,False,False,False,False,False
L09018,False,False,False,False,False,False,False,False
L09019,False,False,False,False,False,False,False,False
L09020,False,False,False,False,False,False,False,False
L09021,False,False,False,False,False,False,False,False
L09022,False,False,False,False,False,False,False,False
L09023,False,False,False,False,False,False,False,False
L09024,False,False,False,False,False,False,False,False
L09025,False,False,False,False,False,False,False,False
L09026,False,False,False,False,False,False,False,False
L09027,False,False,False,False,False,False,False,False
L09028,False,False,False,False,False,False,False,False
L09029,False,False,False,False,False,False,False,False
L09030,False,False,False,False,False,False,False,False
L09031,False,False,False,False,False,False,False,False
L09032,False,False,False,False,False,False,False,False
L09033,False,False,False,False,False,False,False,False
L09034,False,False,False,False,False,False,False,False
L09035,False,False,False,False,False,False,False,False
L09036,False,False,False,False,False,False,False,False
L09037,False,False,False,False,False,False,False,False
L09038,False,False,False,False,False,False,False,False
L09039,False,False,False,False,False,False,False,False
L09040,False,False,False,False,False,False,False,False
L09041,False,False,False,False,False,False,False,False
L09042,False,False,False,False,False,False,False,False
L09043,False,False,False,False,False,False,False,False
L09044,False,False,False,False,False,False,False,False
L09045,False,False,False,False,False,False,False,False
L09046,False,False,False,False,False,False,False,False
L09047,False,False,False,False,False,False,False,False
L09048,False,False,False,False,False,False,False,False
L09049,False,False,False,False,False,False,False,False
L09050,False,False,False,False,False,False,False,False
L09051,False,False,False,False,False,False,False,False
L09052,False,False,False,False,False,False,False,False
L09053,False,False,False,False,False,False,False,False
L09054,False,False,False,False,False,False,False,False
L09055,False,False,False,False,False,False,False,False
L09056,False,False,False,False,False,False,False,False
L09057,False,False,False,False,False,False,False,False
L09058,False,False,False,False,False,False,False,False
L09059,False,False,False,False,False,False,False,False
L09060,False,False,False,False,False,False,False,False
L09061,False,False,False,False,False,False,False,False
L09062,False,False,False,False,False,False,False,False
L09063,False,False,False,False,False,False,False,False
L09064,False,False,False,False,False,False,False,False
L09065,False,False,False,False,False,False,False,False
L09066,False,False,False,False,False,False,False,False
L09067,False,False,False,False,False,False,False,False
L09068,False,False,False,False,False,False,False,False
L09069,False,False,False,False,False,False,False,False
L09070,False,False,False,False,False,False,False,False
L09071,False,False,False,False,False,False,False,False
L09072,False,False,False,False,False,False,False,False
L09073,False,False,False,False,False,False,False,False
L09074,False,False,False,False,False,False,False,False
L09075,False,False,False,False,False,False,False,False
L09076,False,False,False,False,False,False,False,False
L09077,False,False,False,False,False,False,False,False
L09078,False,False,False,False,False,False,False,False
L09079,False,False,False,False,False,False,False,False
L09080,False,False,False,False,False,False,False,False
L09081,False,False,False,False,False,False,False,False
L09082,False,False,False,False,False,False,False,False
L09083,False,False,False,False,False,False,False,False
L09084,False,False,False,False,False,False,False,False
L09085,False,False,False,False,False,False,False,False
L09086,False,False,False,False,False,False,False,False
L09087,False,False,False,False,False,False,False,False
L09088,False,False,False,False,False,False,False,False
L09089,False,False,False,False,False,False,False,False
L09090,False,False,False,False,False,False,False,False
L09091,False,False,False,False,False,False,False,False
L09092,False,False,False,False,False,False,False,False
L09093,False,False,False,False,False,False,False,False
L09094,False,False,False,False,False,False,False,False
L09095,False,False,False,False,False,False,False,False
L09096,False,False,False,False,False,False,False,False
L09097,False,False,False,False,False,False,False,False
L09098,False,False,False,False,False,False,False,False
L09099,False,False,False,False,False,False,False,False
L09100,False,False,False,False,False,False,False,False
L09101,False,False,False,False,False,False,False,False
L09102,False,False,False,False,False,False,False,False
L09103,False,False,False,False,False,False,False,False
L09104,False,False,False,False,False,False,False,False
L09105,False,False,False,False,False,False,False,False
L09106,False,False,False,False,False,False,False,False
L09107,False,False,False,False,False,False,False,False
L09108,False,False,False,False,False,False,False,False
L09109,False,False,False,False,False,False,False,False
L09110,False,False,False,False,False,False,False,False
L09111,False,False,False,False,False,False,False,False
L09112,False,False,False,False,False,False,False,False
L09113,False,False,False,False,False,False,False,False
L09114,False,False,False,False,False,False,False,False
L09115,False,False,False,False,False,False,False,False
L09116,False,False,False,False,False,False,False,False
L09117,False,False,False,False,False,False,False,False
L09118,False,False,False,False,False,False,False,False
L09119,False,False,False,False,False,False,False,False
L09120,False,False,False,False,False,False,False,False
L09121,False,False,False,False,False,False,False,False
L09122,False,False,False,False,False,False,False,False
L09123,False,False,False,False,False,False,False,False
L09124,False,False,False,False,False,False,False,False
L09125,False,False,False,False,False,False,False,False
L09126,False,False,False,False,False,False,False,False
L09127,False,False,False,False,False,False,False,False
L09128,False,False,False,False,False,False,False,False
L09129,False,False,False,False,False,False,False,False
L09130,False,False,False,False,False,False,False,False
L09131,False,False,False,False,False,False,False,False
L09132,False,False,False,False,False,False,False,False
L09133,False,False,False,False,False,False,False,False
L09134,False,False,False,False,False,False,False,False
L09135,False,False,False,False,False,False,False,False
L09136,False,False,False,False,False,False,False,False
L09137,False,False,False,False,False,False,False,False
L09138,False,False,False,False,False,False,False,False
L09139,False,False,False,False,False,False,False,False
L09140,False,False,False,False,False,False,False,False
L09141,False,False,False,False,False,False,False,False
L09142,False,False,False,False,False,False,False,False
L09143,False,False,False,False,False,False,False,False
L09144,False,False,False,False,False,False,False,False
L09145,False,False,False,False,False,False,False,False
L09146,False,False,False,False,False,False,False,False
L09147,False,False,False,False,False,False,False,False
L09148,False,False,False,False,False,False,False,False
L09149,False,False,False,False,False,False,False,False
L09150,False,False,False,False,False,False,False,False
L09151,False,False,False,False,False,False,False,False
L09152,False,False,False,False,False,False,False,False
L09153,False,False,False,False,False,False,False,False
L09154,False,False,False,False,False,False,False,False
L09155,False,False,False,False,False,False,False,False
L09156,False,False,False,False,False,False,False,False
L09157,False,False,False,False,False,False,False,False
L09158,False,False,False,False,False,False,False,False
L09159,False,False,False,False,False,False,False,False
L09160,False,False,False,False,False,False,False,False
L09161,False,False,False,False,False,False,False,False
L09162,False,False,False,False,False,False,False,False
L09163,False,False,False,False,False,False,False,False
L09164,False,False,False,False,False,False,False,False
L09165,False,False,False,False,False,False,False,False
L09166,False,False,False,False,False,False,False,False
L09167,False,False,False,False,False,False,False,False
L09168,False,False,False,False,False,False,False,False
L09169,False,False,False,False,False,False,False,False
L09170,False,False,False,False,False,False,False,False
L09171,False,False,False,False,False,False,False,False
L09172,False,False,False,False,False,False,False,False
L09173,False,False,False,False,False,False,False,False
L09174,False,False,False,False,False,False,False,False
L09175,False,False,False,False,False,False,False,False
L09176,False,False,False,False,False,False,False,False
L09177,False,False,False,False,False,False,False,False
L09178,False,False,False,False,False,False,False,False
L09179,False,False,False,False,False,False,False,False
L09180,False,False,False,False,False,False,False,False
L09181,False,False,False,False,False,False,False,False
L09182,False,False,False,False,False,False,False,False
L09183,False,False,False,False,False,False,False,False
L09184,False,False,False,False,False,False,False,False
L09185,False,False,False,False,False,False,False,False
L09186,False,False,False,False,False,False,False,False
L09187,False,False,False,False,False,False,False,False
L09188,False,False,False,False,False,False,False,False
L09189,False,False,False,False,False,False,False,False
L09190,False,False,False,False,False,False,False,False
L09191,False,False,False,False,False,False,False,False
L09192,False,False,False,False,False,False,False,False
L09193,False,False,False,False,False,False,False,False
L09194,False,False,False,False,False,False,False,False
L09195,False,False,False,False,False,False,False,False
L09196,False,False,False,False,False,False,False,False
L09197,False,False,False,False,False,False,False,False
L09198,False,False,False,False,False,False,False,False
L09199,False,False,False,False,False,False,False,False
L09200,False,False,False,False,False,False,False,False
L09201,False,False,False,False,False,False,False,False
L09202,False,False,False,False,False,False,False,False
L09203,False,False,False,False,False,False,False,False
L09204,False,False,False,False,False,False,False,False
L09205,False,False,False,False,False,False,False,False
L09206,False,False,False,False,False,False,False,False
L09207,False,False,False,False,False,False,False,False
L09208,False,False,False,False,False,False,False,False
L09209,False,False,False,False,False,False,False,False
L09210,False,False,False,False,False,False,False,False
L09211,False,False,False,False,False,False,False,False
L09212,False,False,False,False,False,False,False,False
L09213,False,False,False,False,False,False,False,False
L09214,False,False,False,False,False,False,False,False
L09215,False,False,False,False,False,False,False,False
L09216,False,False,False,False,False,False,False,False
L09217,False,False,False,False,False,False,False,False
L09218,False,False,False,False,False,False,False,False
L09219,False,False,False,False,False,False,False,False
L09220,False,False,False,False,False,False,False,False
L09221,False,False,False,False,False,False,False,False
L09222,False,False,False,False,False,False,False,False
L09223,False,False,False,False,False,False,False,False
L09224,False,False,False,False,False,False,False,False
L09225,False,False,False,False,False,False,False,False
L09226,False,False,False,False,False,False,False,False
L09227,False,False,False,False,False,False,False,False
L09228,False,False,False,False,False,False,False,False
L09229,False,False,False,False,False,False,False,False
L09230,False,False,False,False,False,False,False,False
L09231,False,False,False,False,False,False,False,False
L09232,False,False,False,False,False,False,False,False
L09233,False,False,False,False,False,False,False,False
L09234,False,False,False,False,False,False,False,False
L09235,False,False,False,False,False,False,False,False
L09236,False,False,False,False,False,False,False,False
L09237,False,False,False,False,False,False,False,False
L09238,False,False,False,False,False,False,False,False
L09239,False,False,False,False,False,False,False,False
L09240,False,False,False,False,False,False,False,False
L09241,False,False,False,False,False,False,False,False
L09242,False,False,False,False,False,False,False,False
L09243,False,False,False,False,False,False,False,False
L09244,False,False,False,False,False,False,False,False
L09245,False,False,False,False,False,False,False,False
L09246,False,False,False,False,False,False,False,False
L09247,False,False,False,False,False,False,False,False
L09248,False,False,False,False,False,False,False,False
L09249,False,False,False,False,False,False,False,False
L09250,False,False,False,False,False,False,False,False
L09251,False,False,False,False,False,False,False,False
L09252,False,False,False,False,False,False,False,False
L09253,False,False,False,False,False,False,False,False
L09254,False,False,False,False,False,False,False,False
L09255,False,False,False,False,False,False,False,False
L09256,False,False,False,False,False,False,False,False
L09257,False,False,False,False,False,False,False,False
L09258,False,False,False,False,False,False,False,False
L09259,False,False,False,False,False,False,False,False
L09260,False,False,False,False,False,False,False,False
L09261,False,False,False,False,False,False,False,False
L09262,False,False,False,False,False,False,False,False
L09263,False,False,False,False,False,False,False,False
L09264,False,False,False,False,False,False,False,False
L09265,False,False,False,False,False,False,False,False
L09266,False,False,False,False,False,False,False,False
L09267,False,False,False,False,False,False,False,False
L09268,False,False,False,False,False,False,False,False
L09269,False,False,False,False,False,False,False,False
L09270,False,False,False,False,False,False,False,False
L09271,False,False,False,False,False,False,False,False
L09272,False,False,False,False,False,False,False,False
L09273,False,False,False,False,False,False,False,False
L09274,False,False,False,False,False,False,False,False
L09275,False,False,False,False,False,False,False,False
L09276,False,False,False,False,False,False,False,False
L09277,False,False,False,False,False,False,False,False
L09278,False,False,False,False,False,False,False,False
L09279,False,False,False,False,False,False,False,False
L09280,False,False,False,False,False,False,False,False
L09281,False,False,False,False,False,False,False,False
L09282,False,False,False,False,False,False,False,False
L09283,False,False,False,False,False,False,False,False
L09284,False,False,False,False,False,False,False,False
L09285,False,False,False,False,False,False,False,False
L09286,False,False,False,False,False,False,False,False
L09287,False,False,False,False,False,False,False,False
L09288,False,False,False,False,False,False,False,False
L09289,False,False,False,False,False,False,False,False
L09290,False,False,False,False,False,False,False,False
L09291,False,False,False,False,False,False,False,False
L09292,False,False,False,False,False,False,False,False
L09293,False,False,False,False,False,False,False,False
L09294,False,False,False,False,False,False,False,False
L09295,False,False,False,False,False,False,False,False
L09296,False,False,False,False,False,False,False,False
L09297,False,False,False,False,False,False,False,False
L09298,False,False,False,False,False,False,False,False
L09299,False,False,False,False,False,False,False,False
L09300,False,False,False,False,False,False,False,False
L09301,False,False,False,False,False,False,False,False
L09302,False,False,False,False,False,False,False,False
L09303,False,False,False,False,False,False,False,False
L09304,False,False,False,False,False,False,False,False
L09305,False,False,False,False,False,False,False,False
L09306,False,False,False,False,False,False,False,False
L09307,False,False,False,False,False,False,False,False
L09308,False,False,False,False,False,False,False,False
L09309,False,False,False,False,False,False,False,False
L09310,False,False,False,False,False,False,False,False
L09311,False,False,False,False,False,False,False,False
L09312,False,False,False,False,False,False,False,False
L09313,False,False,False,False,False,False,False,False
L09314,False,False,False,False,False,False,False,False
L09315,False,False,False,False,False,False,False,False
L09316,False,False,False,False,False,False,False,False
L09317,False,False,False,False,False,False,False,False
L09318,False,False,False,False,False,False,False,False
L09319,False,False,False,False,False,False,False,False
L09320,False,False,False,False,False,False,False,False
L09321,False,False,False,False,False,False,False,False
L09322,False,False,False,False,False,False,False,False
L09323,False,False,False,False,False,False,False,False
L09324,False,False,False,False,False,False,False,False
L09325,False,False,False,False,False,False,False,False
L09326,False,False,False,False,False,False,False,False
L09327,False,False,False,False,False,False,False,False
L09328,False,False,False,False,False,False,False,False
L09329,False,False,False,False,False,False,False,False
L09330,False,False,False,False,False,False,False,False
L09331,False,False,False,False,False,False,False,False
L09332,False,False,False,False,False,False,False,False
L09333,False,False,False,False,False,False,False,False
L09334,False,False,False,False,False,False,False,False
L09335,False,False,False,False,False,False,False,False
L09336,False,False,False,False,False,False,False,False
L09337,False,False,False,False,False,False,False,False
L09338,False,False,False,False,False,False,False,False
L09339,False,False,False,False,False,False,False,False
L09340,False,False,False,False,False,False,False,False
L09341,False,False,False,False,False,False,False,False
L09342,False,False,False,False,False,False,False,False
L09343,False,False,False,False,False,False,False,False
L09344,False,False,False,False,False,False,False,False
L09345,False,False,False,False,False,False,False,False
L09346,False,False,False,False,False,False,False,False
L09347,False,False,False,False,False,False,False,False
L09348,False,False,False,False,False,False,False,False
L09349,False,False,False,False,False,False,False,False
L09350,False,False,False,False,False,False,False,False
L09351,False,False,False,False,False,False,False,False
L09352,False,False,False,False,False,False,False,False
L09353,False,False,False,False,False,False,False,False
L09354,False,False,False,False,False,False,False,False
L09355,False,False,False,False,False,False,False,False
L09356,False,False,False,False,False,False,False,False
L09357,False,False,False,False,False,False,False,False
L09358,False,False,False,False,False,False,False,False
L09359,False,False,False,False,False,False,False,False
L09360,False,False,False,False,False,False,False,False
L09361,False,False,False,False,False,False,False,False
L09362,False,False,False,False,False,False,False,False
L09363,False,False,False,False,False,False,False,False
L09364,False,False,False,False,False,False,False,False
L09365,False,False,False,False,False,False,False,False
L09366,False,False,False,False,False,False,False,False
L09367,False,False,False,False,False,False,False,False
L09368,False,False,False,False,False,False,False,False
L09369,False,False,False,False,False,False,False,False
L09370,False,False,False,False,False,False,False,False
L09371,False,False,False,False,False,False,False,False
L09372,False,False,False,False,False,False,False,False
L09373,False,False,False,False,False,False,False,False
L09374,False,False,False,False,False,False,False,False
L09375,False,False,False,False,False,False,False,False
L09376,False,False,False,False,False,False,False,False
L09377,False,False,False,False,False,False,False,False
L09378,False,False,False,False,False,False,False,False
L09379,False,False,False,False,False,False,False,False
L09380,False,False,False,False,False,False,False,False
L09381,False,False,False,False,False,False,False,False
L09382,False,False,False,False,False,False,False,False
L09383,False,False,False,False,False,False,False,False
L09384,False,False,False,False,False,False,False,False
L09385,False,False,False,False,False,False,False,False
L09386,False,False,False,False,False,False,False,False
L09387,False,False,False,False,False,False,False,False
L09388,False,False,False,False,False,False,False,False
L09389,False,False,False,False,False,False,False,False
L09390,False,False,False,False,False,False,False,False
L09391,False,False,False,False,False,False,False,False
L09392,False,False,False,False,False,False,False,False
L09393,False,False,False,False,False,False,False,False
L09394,False,False,False,False,False,False,False,False
L09395,False,False,False,False,False,False,False,False
L09396,False,False,False,False,False,False,False,False
L09397,False,False,False,False,False,False,False,False
L09398,False,False,False,False,False,False,False,False
L09399,False,False,False,False,False,False,False,False
L09400,False,False,False,False,False,False,False,False
L09401,False,False,False,False,False,False,False,False
L09402,False,False,False,False,False,False,False,False
L09403,False,False,False,False,False,False,False,False
L09404,False,False,False,False,False,False,False,False
L09405,False,False,False,False,False,False,False,False
L09406,False,False,False,False,False,False,False,False
L09407,False,False,False,False,False,False,False,False
L09408,False,False,False,False,False,False,False,False
L09409,False,False,False,False,False,False,False,False
L09410,False,False,False,False,False,False,False,False
L09411,False,False,False,False,False,False,False,False
L09412,False,False,False,False,False,False,False,False
L09413,False,False,False,False,False,False,False,False
L09414,False,False,False,False,False,False,False,False
L09415,False,False,False,False,False,False,False,False
L09416,False,False,False,False,False,False,False,False
L09417,False,False,False,False,False,False,False,False
L09418,False,False,False,False,False,False,False,False
L09419,False,False,False,False,False,False,False,False
L09420,False,False,False,False,False,False,False,False
L09421,False,False,False,False,False,False,False,False
L09422,False,False,False,False,False,False,False,False
L09423,False,False,False,False,False,False,False,False
L09424,False,False,False,False,False,False,False,False
L09425,False,False,False,False,False,False,False,False
L09426,False,False,False,False,False,False,False,False
L09427,False,False,False,False,False,False,False,False
L09428,False,False,False,False,False,False,False,False
L09429,False,False,False,False,False,False,False,False
L09430,False,False,False,False,False,False,False,False
L09431,False,False,False,False,False,False,False,False
L09432,False,False,False,False,False,False,False,False
L09433,False,False,False,False,False,False,False,False
L09434,False,False,False,False,False,False,False,False
L09435,False,False,False,False,False,False,False,False
L09436,False,False,False,False,False,False,False,False
L09437,False,False,False,False,False,False,False,False
L09438,False,False,False,False,False,False,False,False
L09439,False,False,False,False,False,False,False,False
L09440,False,False,False,False,False,False,False,False
L09441,False,False,False,False,False,False,False,False
L09442,False,False,False,False,False,False,False,False
L09443,False,False,False,False,False,False,False,False
L09444,False,False,False,False,False,False,False,False
L09445,False,False,False,False,False,False,False,False
L09446,False,False,False,False,False,False,False,False
L09447,False,False,False,False,False,False,False,False
L09448,False,False,False,False,False,False,False,False
L09449,False,False,False,False,False,False,False,False
L09450,False,False,False,False,False,False,False,False
L09451,False,False,False,False,False,False,False,False
L09452,False,False,False,False,False,False,False,False
L09453,False,False,False,False,False,False,False,False
L09454,False,False,False,False,False,False,False,False
L09455,False,False,False,False,False,False,False,False
L09456,False,False,False,False,False,False,False,False
L09457,False,False,False,False,False,False,False,False
L09458,False,False,False,False,False,False,False,False
L09459,False,False,False,False,False,False,False,False
L09460,False,False,False,False,False,False,False,False
L09461,False,False,False,False,False,False,False,False
L09462,False,False,False,False,False,False,False,False
L09463,False,False,False,False,False,False,False,False
L09464,False,False,False,False,False,False,False,False
L09465,False,False,False,False,False,False,False,False
L09466,False,False,False,False,False,False,False,False
L09467,False,False,False,False,False,False,False,False
L09468,False,False,False,False,False,False,False,False
L09469,False,False,False,False,False,False,False,False
L09470,False,False,False,False,False,False,False,False
L09471,False,False,False,False,False,False,False,False
L09472,False,False,False,False,False,False,False,False
L09473,False,False,False,False,False,False,False,False
L09474,False,False,False,False,False,False,False,False
L09475,False,False,False,False,False,False,False,False
L09476,False,False,False,False,False,False,False,False
L09477,False,False,False,False,False,False,False,False
L09478,False,False,False,False,False,False,False,False
L09479,False,False,False,False,False,False,False,False
L09480,False,False,False,False,False,False,False,False
L09481,False,False,False,False,False,False,False,False
L09482,False,False,False,False,False,False,False,False
L09483,False,False,False,False,False,False,False,False
L09484,False,False,False,False,False,False,False,False
L09485,False,False,False,False,False,False,False,False
L09486,False,False,False,False,False,False,False,False
L09487,False,False,False,False,False,False,False,False
L09488,False,False,False,False,False,False,False,False
L09489,False,False,False,False,False,False,False,False
L09490,False,False,False,False,False,False,False,False
L09491,False,False,False,False,False,False,False,False
L09492,False,False,False,False,False,False,False,False
L09493,False,False,False,False,False,False,False,False
L09494,False,False,False,False,False,False,False,False
L09495,False,False,False,False,False,False,False,False
L09496,False,False,False,False,False,False,False,False
L09497,False,False,False,False,False,False,False,False
L09498,False,False,False,False,False,False,False,False
L09499,False,False,False,False,False,False,False,False
L09500,False,False,False,False,False,False,False,False
L09501,False,False,False,False,False,False,False,False
L09502,False,False,False,False,False,False,False,False
L09503,False,False,False,False,False,False,False,False
L09504,False,False,False,False,False,False,False,False
L09505,False,False,False,False,False,False,False,False
L09506,False,False,False,False,False,False,False,False
L09507,False,False,False,False,False,False,False,False
L09508,False,False,False,False,False,False,False,False
L09509,False,False,False,False,False,False,False,False
L09510,False,False,False,False,False,False,False,False
L09511,False,False,False,False,False,False,False,False
L09512,False,False,False,False,False,False,False,False
L09513,False,False,False,False,False,False,False,False
L09514,False,False,False,False,False,False,False,False
L09515,False,False,False,False,False,False,False,False
L09516,False,False,False,False,False,False,False,False
L09517,False,False,False,False,False,False,False,False
L09518,False,False,False,False,False,False,False,False
L09519,False,False,False,False,False,False,False,False
L09520,False,False,False,False,False,False,False,False
L09521,False,False,False,False,False,False,False,False
L09522,False,False,False,False,False,False,False,False
L09523,False,False,False,False,False,False,False,False
L09524,False,False,False,False,False,False,False,False
L09525,False,False,False,False,False,False,False,False
L09526,False,False,False,False,False,False,False,False
L09527,False,False,False,False,False,False,False,False
L09528,False,False,False,False,False,False,False,False
L09529,False,False,False,False,False,False,False,False
L09530,False,False,False,False,False,False,False,False
L09531,False,False,False,False,False,False,False,False
L09532,False,False,False,False,False,False,False,False
L09533,False,False,False,False,False,False,False,False
L09534,False,False,False,False,False,False,False,False
L09535,False,False,False,False,False,False,False,False
L09536,False,False,False,False,False,False,False,False
L09537,False,False,False,False,False,False,False,False
L09538,False,False,False,False,False,False,False,False
L09539,False,False,False,False,False,False,False,False
L09540,False,False,False,False,False,False,False,False
L09541,False,False,False,False,False,False,False,False
L09542,False,False,False,False,False,False,False,False
L09543,False,False,False,False,False,False,False,False
L09544,False,False,False,False,False,False,False,False
L09545,False,False,False,False,False,False,False,False
L09546,False,False,False,False,False,False,False,False
L09547,False,False,False,False,False,False,False,False
L09548,False,False,False,False,False,False,False,False
L09549,False,False,False,False,False,False,False,False
L09550,False,False,False,False,False,False,False,False
L09551,False,False,False,False,False,False,False,False
L09552,False,False,False,False,False,False,False,False
L09553,False,False,False,False,False,False,False,False
L09554,False,False,False,False,False,False,False,False
L09555,False,False,False,False,False,False,False,False
L09556,False,False,False,False,False,False,False,False
L09557,False,False,False,False,False,False,False,False
L09558,False,False,False,False,False,False,False,False
L09559,False,False,False,False,False,False,False,False
L09560,False,False,False,False,False,False,False,False
L09561,False,False,False,False,False,False,False,False
L09562,False,False,False,False,False,False,False,False
L09563,False,False,False,False,False,False,False,False
L09564,False,False,False,False,False,False,False,False
L09565,False,False,False,False,False,False,False,False
L09566,False,False,False,False,False,False,False,False
L09567,False,False,False,False,False,False,False,False
L09568,False,False,False,False,False,False,False,False
L09569,False,False,False,False,False,False,False,False
L09570,False,False,False,False,False,False,False,False
L09571,False,False,False,False,False,False,False,False
L09572,False,False,False,False,False,False,False,False
L09573,False,False,False,False,False,False,False,False
L09574,False,False,False,False,False,False,False,False
L09575,False,False,False,False,False,False,False,False
L09576,False,False,False,False,False,False,False,False
L09577,False,False,False,False,False,False,False,False
L09578,False,False,False,False,False,False,False,False
L09579,False,False,False,False,False,False,False,False
L09580,False,False,False,False,False,False,False,False
L09581,False,False,False,False,False,False,False,False
L09582,False,False,False,False,False,False,False,False
L09583,False,False,False,False,False,False,False,False
L09584,False,False,False,False,False,False,False,False
L09585,False,False,False,False,False,False,False,False
L09586,False,False,False,False,False,False,False,False
L09587,False,False,False,False,False,False,False,False
L09588,False,False,False,False,False,False,False,False
L09589,False,False,False,False,False,False,False,False
L09590,False,False,False,False,False,False,False,False
L09591,False,False,False,False,False,False,False,False
L09592,False,False,False,False,False,False,False,False
L09593,False,False,False,False,False,False,False,False
L09594,False,False,False,False,False,False,False,False
L09595,False,False,False,False,False,False,False,False
L09596,False,False,False,False,False,False,False,False
L09597,False,False,False,False,False,False,False,False
L09598,False,False,False,False,False,False,False,False
L09599,False,False,False,False,False,False,False,False
L09600,False,False,False,False,False,False,False,False
L09601,False,False,False,False,False,False,False,False
L09602,False,False,False,False,False,False,False,False
L09603,False,False,False,False,False,False,False,False
L09604,False,False,False,False,False,False,False,False
L09605,False,False,False,False,False,False,False,False
L09606,False,False,False,False,False,False,False,False
L09607,False,False,False,False,False,False,False,False
L09608,False,False,False,False,False,False,False,False
L09609,False,False,False,False,False,False,False,False
L09610,False,False,False,False,False,False,False,False
L09611,False,False,False,False,False,False,False,False
L09612,False,False,False,False,False,False,False,False
L09613,False,False,False,False,False,False,False,False
L09614,False,False,False,False,False,False,False,False
L09615,False,False,False,False,False,False,False,False
L09616,False,False,False,False,False,False,False,False
L09617,False,False,False,False,False,False,False,False
L09618,False,False,False,False,False,False,False,False
L09619,False,False,False,False,False,False,False,False
L09620,False,False,False,False,False,False,False,False
L09621,False,False,False,False,False,False,False,False
L09622,False,False,False,False,False,False,False,False
L09623,False,False,False,False,False,False,False,False
L09624,False,False,False,False,False,False,False,False
L09625,False,False,False,False,False,False,False,False
L09626,False,False,False,False,False,False,False,False
L09627,False,False,False,False,False,False,False,False
L09628,False,False,False,False,False,False,False,False
L09629,False,False,False,False,False,False,False,False
L09630,False,False,False,False,False,False,False,False
L09631,False,False,False,False,False,False,False,False
L09632,False,False,False,False,False,False,False,False
L09633,False,False,False,False,False,False,False,False
L09634,False,False,False,False,False,False,False,False
L09635,False,False,False,False,False,False,False,False
L09636,False,False,False,False,False,False,False,False
L09637,False,False,False,False,False,False,False,False
L09638,False,False,False,False,False,False,False,False
L09639,False,False,False,False,False,False,False,False
L09640,False,False,False,False,False,False,False,False
L09641,False,False,False,False,False,False,False,False
L09642,False,False,False,False,False,False,False,False
L09643,False,False,False,False,False,False,False,False
L09644,False,False,False,False,False,False,False,False
L09645,False,False,False,False,False,False,False,False
L09646,False,False,False,False,False,False,False,False
L09647,False,False,False,False,False,False,False,False
L09648,False,False,False,False,False,False,False,False
L09649,False,False,False,False,False,False,False,False
L09650,False,False,False,False,False,False,False,False
L09651,False,False,False,False,False,False,False,False
L09652,False,False,False,False,False,False,False,False
L09653,False,False,False,False,False,False,False,False
L09654,False,False,False,False,False,False,False,False
L09655,False,False,False,False,False,False,False,False
L09656,False,False,False,False,False,False,False,False
L09657,False,False,False,False,False,False,False,False
L09658,False,False,False,False,False,False,False,False
L09659,False,False,False,False,False,False,False,False
L09660,False,False,False,False,False,False,False,False
L09661,False,False,False,False,False,False,False,False
L09662,False,False,False,False,False,False,False,False
L09663,False,False,False,False,False,False,False,False
L09664,False,False,False,False,False,False,False,False
L09665,False,False,False,False,False,False,False,False
L09666,False,False,False,False,False,False,False,False
L09667,False,False,False,False,False,False,False,False
L09668,False,False,False,False,False,False,False,False
L09669,False,False,False,False,False,False,False,False
L09670,False,False,False,False,False,False,False,False
L09671,False,False,False,False,False,False,False,False
L09672,False,False,False,False,False,False,False,False
L09673,False,False,False,False,False,False,False,False
L09674,False,False,False,False,False,False,False,False
L09675,False,False,False,False,False,False,False,False
L09676,False,False,False,False,False,False,False,False
L09677,False,False,False,False,False,False,False,False
